hour_of_day,day_of_week,month,event_type,venue_capacity,estimated_crowd,area_m2,entry_points,emergency_exits,security_personnel,ambient_temp_c,occupancy_ratio,density_per_m2,crowd_density_level,stampede_risk
17,6,12,0,76716,12527,173693,19,22,441,13.8,0.1633,0.0721,0,0.1381
21,4,11,1,58030,34415,83636,9,15,404,21.2,0.5931,0.4115,1,0.5497
21,4,6,0,20511,7680,25222,13,4,243,17.5,0.3744,0.3045,0,0.42
13,0,12,2,48005,37892,31493,2,24,221,30.9,0.7893,1.2032,2,0.6883
9,4,4,4,24408,1342,57683,18,7,415,22.4,0.055,0.0233,0,0.3009
8,5,6,2,56101,16451,105982,14,2,443,15.5,0.2932,0.1552,0,0.4992
14,0,6,1,32559,28540,54286,2,3,437,30.6,0.8766,0.5257,2,0.8108
2,2,9,4,17981,10167,40767,3,23,380,28.7,0.5654,0.2494,1,0.5899
19,3,3,1,96245,20727,145831,8,19,414,24.0,0.2154,0.1421,0,0.3709
17,1,4,1,21849,8030,49700,1,22,335,20.7,0.3675,0.1616,0,0.5398
0,5,8,1,2050,693,1403,6,20,281,12.6,0.338,0.4939,0,0.5414
18,0,11,3,47017,19749,56119,4,17,80,22.3,0.42,0.3519,0,0.6288
10,0,8,4,18866,7837,13952,18,18,293,8.2,0.4154,0.5617,0,0.4689
3,2,6,4,33497,26237,83621,5,11,321,25.7,0.7833,0.3138,2,0.7174
8,1,5,0,66301,6155,108687,3,20,37,38.3,0.0928,0.0566,0,0.4193
7,4,11,1,87849,43413,105907,2,11,218,33.9,0.4942,0.4099,0,0.6702
11,0,5,1,83031,65063,162618,8,2,20,28.2,0.7836,0.4001,2,0.8055
6,0,7,4,57398,4614,56895,16,24,385,19.6,0.0804,0.0811,0,0.2733
13,0,9,1,7726,6555,17008,18,6,50,8.6,0.8484,0.3854,2,0.7163
20,1,7,0,74527,22766,171670,6,20,447,33.7,0.3055,0.1326,0,0.2877
15,3,5,2,70630,32048,92424,11,15,279,29.8,0.4537,0.3467,0,0.5062
20,0,8,4,99934,68804,100413,5,9,399,33.9,0.6885,0.6852,1,0.6711
17,5,10,1,46623,42276,69043,5,8,250,10.2,0.9068,0.6123,3,0.7905
23,5,5,0,89474,32037,157856,3,25,59,31.3,0.3581,0.203,0,0.4481
22,1,8,0,66594,29931,38781,5,15,231,30.3,0.4495,0.7718,0,0.4546
11,3,9,3,35937,31408,52034,5,26,24,22.4,0.874,0.6036,2,0.7102
17,2,7,2,26390,17997,16750,15,26,291,34.8,0.682,1.0744,1,0.4973
18,2,5,0,85718,50837,174630,5,5,457,5.6,0.5931,0.2911,1,0.5258
3,2,8,4,47579,39493,96656,16,7,385,30.1,0.8301,0.4086,2,0.6163
0,2,3,3,75911,23865,74789,13,20,70,28.4,0.3144,0.3191,0,0.5242
9,5,3,3,25933,15666,48688,18,20,308,15.4,0.6041,0.3218,1,0.4859
22,2,10,1,82766,17491,164064,12,26,191,16.4,0.2113,0.1066,0,0.3908
3,4,3,3,17462,4948,23911,13,14,402,28.6,0.2834,0.2069,0,0.4274
21,2,11,0,45220,15093,104422,3,12,177,39.1,0.3338,0.1445,0,0.5004
18,4,9,2,39102,32524,82828,10,26,414,26.5,0.8318,0.3927,2,0.604
4,0,11,0,55025,19156,72398,14,2,496,9.5,0.3481,0.2646,0,0.383
16,6,7,2,79284,5493,121586,19,2,345,32.1,0.0693,0.0452,0,0.4119
0,0,6,2,66763,62975,144862,12,13,320,36.5,0.9433,0.4347,3,0.6403
21,5,5,2,75173,29810,110875,10,9,280,18.8,0.3966,0.2689,0,0.5817
14,2,4,4,51684,23144,46598,9,29,32,25.1,0.4478,0.4967,0,0.5613
5,0,4,2,97123,50089,95615,10,6,455,9.2,0.5157,0.5239,1,0.5901
0,0,11,2,49227,14584,109323,6,14,45,6.2,0.2963,0.1334,0,0.6505
6,4,4,2,5949,3126,14742,1,17,50,15.5,0.5255,0.212,1,0.6889
20,4,10,4,12783,7821,9408,1,19,213,20.5,0.6118,0.8313,1,0.639
4,4,2,3,34486,20728,41970,10,4,174,20.0,0.6011,0.4939,1,0.7203
14,4,7,0,10777,3246,6995,19,8,262,24.8,0.3012,0.464,0,0.309
1,4,5,4,5522,2184,10217,1,2,423,26.8,0.3955,0.2138,0,0.6211
16,6,1,4,57777,28414,30571,3,15,165,34.1,0.4918,0.9294,0,0.6699
7,1,4,3,77303,29530,82482,15,4,439,8.2,0.382,0.358,0,0.5019
19,6,6,1,30426,9204,24547,9,11,11,25.8,0.3025,0.375,0,0.5771
8,6,10,2,53160,39457,77822,13,20,213,20.6,0.7422,0.507,1,0.5646
1,4,10,0,6391,5217,5326,6,19,75,22.3,0.8163,0.9795,2,0.5721
4,6,7,4,39077,19119,92098,16,27,230,22.3,0.4893,0.2076,0,0.4035
17,6,11,1,40484,14734,71913,2,15,114,5.2,0.3639,0.2049,0,0.6568
1,1,11,1,5935,4061,12529,19,4,343,13.1,0.6842,0.3241,1,0.5552
15,5,2,1,42681,40697,34250,14,9,310,28.8,0.9535,1.1882,3,0.6617
10,2,2,0,54069,46551,82605,18,28,154,16.9,0.861,0.5635,2,0.469
8,3,8,4,22527,13298,26060,2,9,338,20.2,0.5903,0.5103,1,0.7335
20,5,5,0,94576,45927,171727,4,26,266,14.3,0.4856,0.2674,0,0.411
2,3,6,1,98643,72732,145203,6,6,132,12.4,0.7373,0.5009,1,0.8068
18,1,8,4,6130,2422,7503,19,21,334,35.1,0.3951,0.3228,0,0.3561
17,6,8,0,9908,2952,13722,19,22,229,28.3,0.2979,0.2151,0,0.2503
5,3,8,1,48995,11775,99477,2,13,490,23.8,0.2403,0.1184,0,0.5212
2,3,4,0,75151,26720,75931,18,27,290,12.2,0.3556,0.3519,0,0.2183
19,6,9,0,32417,18760,38168,12,24,127,18.9,0.5787,0.4915,1,0.3891
12,1,11,0,88587,39934,145725,10,20,12,19.1,0.4508,0.274,0,0.4718
14,2,10,0,77130,50130,188810,3,27,121,6.2,0.6499,0.2655,1,0.5089
22,5,9,0,13709,10139,31520,16,17,203,30.2,0.7396,0.3217,1,0.4886
8,4,11,0,11176,5233,9653,9,10,372,12.9,0.4682,0.5421,0,0.4097
11,4,9,2,9338,3858,21310,3,16,111,39.0,0.4132,0.181,0,0.6492
11,5,5,1,64190,4694,94353,15,13,333,26.3,0.0731,0.0497,0,0.4031
14,3,6,1,15207,1700,24697,8,7,195,12.3,0.1118,0.0688,0,0.5636
22,0,11,1,24228,5091,33178,14,10,233,24.4,0.2101,0.1534,0,0.4433
19,4,4,2,6316,2279,3571,19,27,351,23.4,0.3608,0.6382,0,0.3518
22,4,5,0,68120,35454,166210,10,3,38,20.3,0.5205,0.2133,1,0.5451
3,4,1,0,97811,20481,200193,9,2,155,21.8,0.2094,0.1023,0,0.4612
4,4,12,3,64705,11501,41071,2,22,53,26.7,0.1777,0.28,0,0.609
18,5,12,0,17334,8758,39652,5,6,322,35.9,0.5052,0.2209,1,0.4991
7,1,1,0,83083,51491,150146,13,25,94,24.3,0.6198,0.3429,1,0.4278
21,0,3,4,19537,8425,20120,17,15,287,34.7,0.4312,0.4187,0,0.4751
19,3,6,3,14888,6876,18405,14,20,330,32.9,0.4618,0.3736,0,0.4541
15,2,10,1,92915,40683,197963,18,24,173,12.6,0.4379,0.2055,0,0.4416
13,2,1,0,56081,21372,130237,19,21,286,17.6,0.3811,0.1641,0,0.2812
12,4,2,4,73935,24471,80200,15,28,70,16.6,0.331,0.3051,0,0.4494
21,6,10,0,70554,36470,81019,16,21,401,32.5,0.5169,0.4501,1,0.2516
2,5,3,0,22994,14594,12005,16,12,356,34.6,0.6347,1.2157,1,0.3938
13,6,10,0,88785,47763,84705,8,5,154,30.7,0.538,0.5639,1,0.5012
20,3,7,1,23904,1455,54249,4,19,116,19.5,0.0609,0.0268,0,0.5037
7,4,2,2,26156,17592,37345,13,4,259,15.0,0.6726,0.4711,1,0.7068
0,3,5,4,16313,10961,18652,10,9,233,37.4,0.6719,0.5877,1,0.6753
21,3,5,1,52654,17840,63537,16,20,123,34.7,0.3388,0.2808,0,0.519
23,0,8,0,30105,23913,16632,1,22,468,10.9,0.7943,1.4378,2,0.4561
3,2,1,1,34399,4536,24992,18,14,164,16.6,0.1319,0.1815,0,0.4236
8,1,8,0,90461,33224,179492,11,3,247,16.0,0.3673,0.1851,0,0.5118
7,1,2,4,33129,13429,40878,11,5,367,19.3,0.4054,0.3285,0,0.5518
23,3,3,2,65203,46270,62785,2,9,126,10.5,0.7096,0.737,1,0.7975
21,0,5,1,6759,3394,6780,13,11,13,10.5,0.5021,0.5006,1,0.6738
16,3,12,1,78546,15204,178369,7,2,456,9.3,0.1936,0.0852,0,0.4893
18,0,2,3,80627,52539,165523,5,14,301,33.4,0.6516,0.3174,1,0.6721
4,6,2,2,95933,7754,55444,17,5,378,28.2,0.0808,0.1399,0,0.4475
0,2,1,1,13623,1719,32446,1,26,240,35.1,0.1262,0.053,0,0.5005
10,6,7,1,96557,60550,76348,12,12,483,7.5,0.6271,0.7931,1,0.55
14,5,9,0,16400,15366,34621,12,29,104,6.2,0.937,0.4438,3,0.5015
12,3,3,0,18865,5998,24974,15,17,334,10.0,0.3179,0.2402,0,0.2761
5,1,6,4,9099,208,5373,12,5,145,27.7,0.0229,0.0387,0,0.5333
20,6,1,0,82330,46996,47649,3,16,13,29.6,0.5708,0.9863,1,0.5152
9,6,2,1,21563,13303,35616,13,19,445,35.5,0.6169,0.3735,1,0.4565
14,0,9,1,17795,4051,41706,5,26,314,33.4,0.2276,0.0971,0,0.4589
7,3,10,0,70425,24675,108140,10,17,315,24.6,0.3504,0.2282,0,0.353
10,1,1,4,68071,51820,75052,19,19,329,14.8,0.7613,0.6905,2,0.4484
12,1,4,2,6305,2419,5257,9,6,375,5.0,0.3837,0.4601,0,0.5517
9,2,11,3,57024,15060,80403,3,17,191,15.5,0.2641,0.1873,0,0.5997
9,6,10,2,53659,36352,27704,12,25,450,36.3,0.6775,1.3122,1,0.538
13,0,1,0,73186,57454,63748,10,14,83,11.5,0.785,0.9013,2,0.5711
0,2,11,0,48237,13191,103595,15,21,492,28.8,0.2735,0.1273,0,0.2044
20,3,1,1,85495,11739,179567,12,17,263,9.1,0.1373,0.0654,0,0.4325
18,6,4,3,62810,27034,57600,15,8,38,24.6,0.4304,0.4693,0,0.6467
17,0,11,0,53160,39316,31727,19,23,407,11.3,0.7396,1.2392,1,0.3032
22,1,10,0,89812,69605,53455,3,29,89,11.3,0.775,1.3021,2,0.5332
0,3,10,0,30175,27222,54440,13,5,207,33.0,0.9021,0.5,3,0.6559
0,3,10,0,35231,22333,54966,12,20,19,16.3,0.6339,0.4063,1,0.4292
3,4,6,0,14994,3397,14051,10,27,249,14.3,0.2266,0.2418,0,0.3221
14,2,3,3,71669,43419,130275,14,28,245,8.8,0.6058,0.3333,1,0.5316
20,5,8,1,85847,43393,157501,14,27,113,23.8,0.5055,0.2755,1,0.5336
5,3,4,0,68291,9639,67312,2,13,140,6.5,0.1411,0.1432,0,0.4641
7,0,3,0,89551,55448,165219,15,18,57,27.7,0.6192,0.3356,1,0.4266
15,0,2,1,12938,10591,22921,14,29,216,35.5,0.8186,0.4621,2,0.5437
23,3,5,0,50568,35676,108115,16,15,188,6.2,0.7055,0.33,1,0.4652
22,6,2,1,99277,27585,188913,15,29,40,10.0,0.2779,0.146,0,0.4646
16,6,9,0,53238,25590,55912,11,29,302,22.2,0.4807,0.4577,0,0.2699
15,0,9,3,66798,16319,128050,12,15,104,8.4,0.2443,0.1274,0,0.4847
21,1,2,4,351,105,738,8,22,249,25.8,0.2991,0.1423,0,0.493
12,6,7,0,51620,37400,59240,8,23,21,26.9,0.7245,0.6313,1,0.5605
4,6,10,0,1974,867,3405,18,16,44,28.2,0.4392,0.2546,0,0.3687
2,6,10,1,14834,11319,31034,3,14,156,37.2,0.763,0.3647,2,0.7345
13,5,12,0,5196,2824,8630,6,9,108,38.1,0.5435,0.3272,1,0.5531
15,5,6,2,21501,8930,21990,10,29,383,34.5,0.4153,0.4061,0,0.399
23,6,12,1,83463,25963,172979,13,3,383,21.9,0.3111,0.1501,0,0.5643
17,2,4,0,95775,10603,123054,1,24,368,7.2,0.1107,0.0862,0,0.2717
19,2,9,2,54797,23061,103958,13,12,281,25.2,0.4208,0.2218,0,0.5708
17,1,12,0,12146,6170,26218,12,28,26,38.4,0.508,0.2353,1,0.4457
20,5,7,0,60438,37299,134212,18,9,255,13.3,0.6171,0.2779,1,0.4312
3,2,12,2,49184,23324,105571,6,14,327,31.5,0.4742,0.2209,0,0.5869
14,3,1,2,67570,9834,102793,2,4,23,6.2,0.1455,0.0957,0,0.6466
11,0,2,2,59112,20376,137816,19,21,354,25.5,0.3447,0.1478,0,0.377
23,4,1,0,43226,25755,47578,4,13,374,11.5,0.5958,0.5413,1,0.4964
3,2,5,0,79829,21060,176914,1,5,292,25.5,0.2638,0.119,0,0.461
14,2,7,0,2633,1137,3255,3,24,347,26.7,0.4318,0.3493,0,0.3459
8,6,2,0,41774,8417,75687,4,3,84,5.6,0.2015,0.1112,0,0.5037
3,6,9,0,77506,30041,121652,9,24,41,20.6,0.3876,0.2469,0,0.359
7,5,7,2,58775,54704,50652,9,26,98,20.0,0.9307,1.08,3,0.6766
22,1,11,1,23360,10820,50724,1,22,51,7.7,0.4632,0.2133,0,0.6928
11,6,5,0,64897,47370,143888,17,23,199,34.3,0.7299,0.3292,1,0.383
1,2,12,0,21539,11177,12667,16,9,33,16.8,0.5189,0.8824,1,0.4653
18,5,3,3,62901,50041,85223,16,12,374,12.2,0.7956,0.5872,2,0.6065
3,5,12,0,58977,18652,34606,12,25,407,13.7,0.3163,0.539,0,0.1689
16,2,11,2,77844,39128,153707,13,4,117,9.4,0.5026,0.2546,1,0.6187
5,3,10,1,18101,4613,18694,4,2,186,26.7,0.2548,0.2468,0,0.697
7,1,1,0,73272,56876,67684,15,29,413,17.0,0.7762,0.8403,2,0.3871
4,3,1,0,50137,6637,84557,18,5,399,39.0,0.1324,0.0785,0,0.2288
1,3,4,0,28916,22351,29825,18,15,397,16.8,0.773,0.7494,2,0.3383
13,2,4,0,31707,3644,17619,6,20,293,12.5,0.1149,0.2068,0,0.3059
11,4,6,1,67235,31487,98038,7,21,192,9.1,0.4683,0.3212,0,0.5528
15,1,10,4,71043,26254,63357,13,14,425,39.0,0.3696,0.4144,0,0.5089
22,5,6,2,2420,1767,3869,1,13,415,12.3,0.7302,0.4567,1,0.6944
5,2,8,0,72014,28534,117426,18,17,496,24.7,0.3962,0.243,0,0.2357
15,1,4,1,63851,51600,44777,6,12,410,32.9,0.8081,1.1524,2,0.7012
7,0,10,4,41938,28784,99367,15,29,467,23.1,0.6863,0.2897,1,0.3613
12,0,6,0,66289,41370,100811,4,2,484,17.2,0.6241,0.4104,1,0.5056
23,4,9,1,94172,21053,134395,17,4,179,33.6,0.2236,0.1567,0,0.5164
16,1,3,1,19812,6683,49403,16,19,462,23.1,0.3373,0.1353,0,0.3772
20,4,9,1,38710,14628,89130,17,18,320,7.2,0.3779,0.1641,0,0.3944
19,4,11,3,51127,9443,101382,4,9,223,28.3,0.1847,0.0931,0,0.5253
2,4,1,0,33849,23730,26474,13,19,282,27.3,0.7011,0.8964,1,0.3852
23,4,5,0,98058,76774,169165,3,19,368,10.4,0.7829,0.4538,2,0.5092
13,2,2,4,15337,6942,37688,1,10,436,12.2,0.4526,0.1842,0,0.6174
13,2,11,0,3614,2128,8790,10,21,133,38.3,0.5888,0.2421,1,0.4298
9,4,12,0,78215,54629,78930,8,3,328,29.1,0.6984,0.6921,1,0.5553
1,1,9,1,89354,16811,104008,8,7,286,16.5,0.1881,0.1616,0,0.5563
20,4,8,0,96431,10701,123310,1,11,350,13.8,0.111,0.0868,0,0.3606
1,4,10,3,90989,20813,169960,18,11,256,27.7,0.2287,0.1225,0,0.4564
17,0,4,2,52574,43020,89969,4,13,114,28.9,0.8183,0.4782,2,0.7617
0,2,5,0,47371,2812,43571,6,16,84,27.3,0.0594,0.0645,0,0.3654
8,3,9,1,49547,41587,55822,1,23,246,34.7,0.8393,0.745,2,0.6571
18,6,11,0,79002,74432,143658,12,9,269,23.9,0.9422,0.5181,3,0.5604
3,6,11,1,55755,33444,35694,1,14,193,28.0,0.5998,0.937,1,0.7574
2,3,7,0,57831,15843,85634,10,9,6,18.7,0.274,0.185,0,0.4897
22,0,9,0,13146,6607,17671,15,25,111,29.2,0.5026,0.3739,1,0.3796
19,3,8,1,95507,34924,124343,2,13,370,6.6,0.3657,0.2809,0,0.6316
2,6,1,0,64444,43598,36049,6,20,408,23.6,0.6765,1.2094,1,0.4131
9,6,3,0,69456,36954,160735,10,13,248,36.9,0.532,0.2299,1,0.3957
14,2,10,0,38624,28864,73745,10,24,471,9.4,0.7473,0.3914,1,0.3822
7,6,6,3,1515,772,3226,5,3,418,10.6,0.5096,0.2393,1,0.6349
14,1,5,0,68101,51519,64212,10,15,106,15.2,0.7565,0.8023,2,0.4864
5,5,10,0,5740,2403,7426,3,9,377,36.5,0.4186,0.3236,0,0.4882
8,3,5,1,19899,14954,26890,10,21,365,30.4,0.7515,0.5561,2,0.6001
0,4,1,1,89077,75024,126941,13,22,34,15.2,0.8422,0.591,2,0.6586
13,6,10,4,26874,23801,43378,9,19,187,18.4,0.8857,0.5487,2,0.7151
14,4,1,0,40541,18402,35583,10,7,248,17.0,0.4539,0.5172,0,0.4463
18,3,11,0,68878,32331,78194,1,2,172,32.2,0.4694,0.4135,0,0.5741
21,1,9,1,30706,10230,43851,1,29,434,33.1,0.3332,0.2333,0,0.4307
4,3,8,0,84750,29579,188046,13,22,422,18.1,0.349,0.1573,0,0.2928
18,5,9,0,45896,28669,43872,14,26,137,11.6,0.6247,0.6535,1,0.3723
9,3,1,1,78397,32903,89800,3,11,307,10.7,0.4197,0.3664,0,0.601
7,6,4,1,1580,1017,3747,14,4,482,32.8,0.6437,0.2714,1,0.6266
17,0,1,0,70112,22187,132181,15,2,440,13.1,0.3165,0.1679,0,0.3073
8,4,2,2,40093,16512,85216,19,14,453,33.6,0.4118,0.1938,0,0.3935
0,3,7,3,60323,24649,108557,14,18,449,16.0,0.4086,0.2271,0,0.4288
20,0,12,0,98479,57588,231682,4,20,337,24.1,0.5848,0.2486,1,0.4352
3,3,2,2,91487,50747,181353,1,27,2,14.6,0.5547,0.2798,1,0.6205
11,3,7,3,27386,8530,23736,8,24,498,23.0,0.3115,0.3594,0,0.394
4,0,2,1,85422,16855,48253,11,10,381,19.3,0.1973,0.3493,0,0.4611
11,2,6,2,52573,44113,128559,9,28,334,35.4,0.8391,0.3431,2,0.5438
15,2,6,2,71656,18342,56934,7,8,294,28.0,0.256,0.3222,0,0.5535
2,4,8,0,21033,16996,32808,8,11,314,13.4,0.8081,0.518,2,0.4989
20,5,4,2,22053,10506,52665,17,19,359,8.5,0.4764,0.1995,0,0.4491
23,0,11,1,71404,24325,90563,8,25,71,10.9,0.3407,0.2686,0,0.5559
20,4,9,3,40411,30783,58002,2,18,420,33.9,0.7617,0.5307,2,0.6379
0,4,8,0,2592,1566,2150,15,3,479,8.7,0.6042,0.7284,1,0.4302
12,1,6,1,79556,19690,181318,19,21,390,7.2,0.2475,0.1086,0,0.3846
3,5,7,3,45872,23706,75280,19,18,167,13.2,0.5168,0.3149,1,0.5037
16,0,11,0,38598,32354,80727,3,25,184,13.2,0.8382,0.4008,2,0.5495
10,6,8,1,3780,1837,7294,2,11,243,30.9,0.486,0.2519,0,0.6853
3,0,9,2,85100,7521,148112,19,26,198,12.4,0.0884,0.0508,0,0.2882
11,3,5,0,55652,31343,40665,3,26,230,7.0,0.5632,0.7708,1,0.4191
11,0,6,2,43016,10782,55000,18,4,68,35.7,0.2507,0.196,0,0.5675
0,1,7,2,46032,22512,40139,9,13,423,13.0,0.4891,0.5609,0,0.5376
4,0,9,2,9193,1379,5624,9,20,215,20.9,0.15,0.2452,0,0.4617
18,1,5,0,92558,82797,100713,17,8,132,31.3,0.8945,0.8221,2,0.5694
22,3,9,1,41391,25801,46115,10,16,210,26.9,0.6233,0.5595,1,0.6298
21,4,12,0,64143,17965,34028,2,4,102,33.5,0.2801,0.5279,0,0.5932
8,3,4,0,83008,72803,71600,11,17,154,37.4,0.8771,1.0168,2,0.5352
8,4,8,0,88139,26020,220036,8,19,214,14.4,0.2952,0.1183,0,0.3864
13,0,8,0,81551,50989,119761,16,11,473,14.3,0.6252,0.4258,1,0.4208
8,2,6,0,33324,18963,19056,13,24,11,27.6,0.569,0.9951,1,0.4488
15,5,11,0,45396,24721,101302,6,21,219,38.0,0.5446,0.244,1,0.4621
15,4,2,1,40518,8715,33538,6,9,226,30.4,0.2151,0.2599,0,0.5315
3,5,11,1,14128,4784,10899,3,13,320,34.6,0.3386,0.4389,0,0.6036
10,2,11,0,13838,2996,14093,18,14,241,29.5,0.2165,0.2126,0,0.2897
9,1,12,3,71274,40401,156827,8,21,457,33.8,0.5668,0.2576,1,0.5105
3,6,11,1,50990,35774,80309,19,24,147,20.5,0.7016,0.4455,1,0.4706
15,4,6,0,368,167,424,6,22,69,31.5,0.4538,0.3939,0,0.4871
21,3,5,0,61526,22079,140885,12,4,99,16.3,0.3589,0.1567,0,0.4596
18,0,12,4,19910,5149,24030,19,22,268,10.0,0.2586,0.2143,0,0.3947
11,4,2,3,81041,32378,191198,10,26,396,16.4,0.3995,0.1693,0,0.4243
2,1,5,0,54731,13410,87470,9,15,156,15.3,0.245,0.1533,0,0.408
11,6,7,4,2188,969,1458,16,24,399,13.8,0.4429,0.6646,0,0.3928
6,4,2,0,86083,5893,93548,8,18,483,19.8,0.0685,0.063,0,0.2574
18,1,10,0,53671,17821,42785,17,18,433,5.7,0.332,0.4165,0,0.2035
23,3,2,0,73999,39923,119975,9,2,389,12.9,0.5395,0.3328,1,0.4375
1,1,11,0,54620,27154,108785,16,28,117,23.6,0.4971,0.2496,0,0.3275
23,1,11,0,50691,15600,32762,16,19,497,14.1,0.3077,0.4762,0,0.2394
8,5,9,2,96780,20815,195195,12,28,229,26.9,0.2151,0.1066,0,0.4177
18,2,2,1,84071,12138,185347,12,13,283,15.3,0.1444,0.0655,0,0.4852
0,2,6,3,51057,42835,96157,9,25,386,33.6,0.839,0.4455,2,0.5769
7,0,11,4,16993,8609,38145,5,15,447,20.4,0.5066,0.2257,1,0.5673
10,6,8,3,7697,2694,11873,6,26,160,9.5,0.35,0.2269,0,0.5044
2,1,6,0,58811,15033,59832,11,7,70,5.8,0.2556,0.2513,0,0.4304
3,0,6,1,61520,10464,108993,2,23,374,10.3,0.1701,0.096,0,0.456
13,3,4,2,84417,10040,196644,3,18,446,38.9,0.1189,0.0511,0,0.4722
9,1,11,0,1563,866,1797,14,29,14,5.0,0.5541,0.4819,1,0.4036
16,2,6,2,54627,26793,66010,17,25,321,14.0,0.4905,0.4059,0,0.3632
0,4,11,0,64268,13718,38344,16,17,427,27.3,0.2134,0.3578,0,0.2523
12,6,6,4,46795,44611,87478,10,28,370,6.3,0.9533,0.51,3,0.5718
22,5,12,0,39347,29448,85547,10,10,185,28.6,0.7484,0.3442,1,0.5631
18,6,9,3,48092,38997,119111,8,26,457,15.9,0.8109,0.3274,2,0.548
12,4,7,0,11828,4648,18631,1,5,282,14.1,0.393,0.2495,0,0.5468
23,4,12,4,90571,13335,209711,9,28,275,30.2,0.1472,0.0636,0,0.3935
0,1,9,1,54266,34085,130743,18,24,9,5.6,0.6281,0.2607,1,0.5469
15,2,1,0,91816,42643,58111,5,12,372,22.5,0.4644,0.7338,0,0.4977
23,0,6,3,5226,746,12704,19,19,386,5.3,0.1427,0.0587,0,0.3313
0,0,10,1,44807,33121,34940,16,4,194,24.9,0.7392,0.9479,1,0.6629
20,5,7,1,45057,33382,57157,5,18,192,19.0,0.7409,0.584,1,0.7061
4,3,6,2,28007,2107,32267,11,5,299,36.4,0.0752,0.0653,0,0.4527
5,1,12,0,29275,6274,68396,3,16,102,18.6,0.2143,0.0917,0,0.3876
14,2,8,1,60704,28705,147945,13,14,456,36.6,0.4729,0.194,0,0.4661
3,3,7,1,35755,5080,30661,17,13,401,5.1,0.1421,0.1657,0,0.3839
14,6,6,2,28433,15212,37146,11,11,171,33.2,0.535,0.4095,1,0.6579
21,5,4,0,58598,35189,130684,18,6,123,24.7,0.6005,0.2693,1,0.5283
11,6,11,2,9706,4109,9496,8,15,196,30.1,0.4233,0.4327,0,0.5497
22,2,1,1,81580,17450,128250,19,3,374,34.9,0.2139,0.1361,0,0.4119
15,6,12,0,36520,11789,32132,1,28,323,26.9,0.3228,0.3669,0,0.3286
20,3,1,0,73781,61180,162266,15,14,115,21.9,0.8292,0.377,2,0.5456
16,6,6,2,75022,20882,86146,19,23,297,30.5,0.2783,0.2424,0,0.3631
22,0,2,4,63918,45030,155357,8,8,367,22.0,0.7045,0.2898,1,0.6582
15,5,5,0,41947,18419,91347,5,21,396,31.7,0.4391,0.2016,0,0.3743
1,3,2,1,51923,40312,65697,12,2,477,6.1,0.7764,0.6136,2,0.6721
14,6,5,1,81145,17489,85018,2,21,281,39.3,0.2155,0.2057,0,0.5314
22,0,3,0,12116,4583,14576,1,14,335,17.1,0.3783,0.3144,0,0.4524
2,5,4,3,73140,52292,71418,9,25,337,14.3,0.715,0.7322,1,0.5863
11,6,11,0,70881,52171,119139,15,20,13,27.1,0.736,0.4379,1,0.4457
8,6,6,0,54839,19163,89424,16,15,65,25.4,0.3494,0.2143,0,0.3538
23,4,1,2,17727,4259,9867,3,7,420,10.0,0.2403,0.4316,0,0.527
14,2,11,1,99259,37371,83599,19,29,213,15.0,0.3765,0.447,0,0.3388
7,5,11,2,16740,5171,41330,12,18,336,6.9,0.3089,0.1251,0,0.4578
15,2,8,1,51814,10934,121655,5,10,28,24.9,0.211,0.0899,0,0.6328
4,4,1,0,50838,34169,61719,3,15,467,19.6,0.6721,0.5536,1,0.5045
7,1,8,0,60072,45705,43056,9,19,161,26.5,0.7608,1.0615,2,0.5047
14,1,5,0,10536,3407,22580,18,21,336,8.1,0.3234,0.1509,0,0.1944
10,1,1,1,37802,16353,72826,4,9,230,17.4,0.4326,0.2245,0,0.7241
20,1,10,4,44870,19570,87181,10,28,250,33.6,0.4361,0.2245,0,0.4753
17,3,1,2,70086,43036,145122,1,19,91,36.9,0.614,0.2966,1,0.6963
13,2,5,3,56734,52216,99183,12,22,385,39.4,0.9204,0.5265,3,0.581
10,4,4,0,13770,10623,21421,14,5,128,30.9,0.7715,0.4959,2,0.5543
18,3,4,4,79631,56079,163432,4,21,499,34.4,0.7042,0.3431,1,0.6192
19,5,1,1,79763,28125,97482,1,20,349,15.6,0.3526,0.2885,0,0.5668
1,2,10,2,50605,10607,29937,4,2,241,23.5,0.2096,0.3543,0,0.6521
14,1,8,0,83531,42843,121702,10,2,491,28.5,0.5129,0.352,1,0.4382
0,5,9,4,70137,25878,94268,9,9,478,7.9,0.369,0.2745,0,0.4794
23,1,9,4,35464,26575,71055,8,12,483,27.1,0.7494,0.374,1,0.592
0,5,7,1,12437,5551,30693,2,26,278,31.0,0.4463,0.1809,0,0.5721
20,3,12,0,46620,42240,47593,11,25,231,29.6,0.906,0.8875,3,0.4002
21,6,7,0,14299,12206,24740,9,23,35,13.3,0.8536,0.4934,2,0.574
17,0,11,2,59881,6443,66893,11,25,391,8.9,0.1076,0.0963,0,0.3619
19,1,9,3,2699,1469,2903,12,5,85,15.1,0.5443,0.506,1,0.6519
1,3,5,3,28630,22517,15412,13,6,327,38.2,0.7865,1.461,2,0.6655
4,6,4,0,65314,39571,107658,14,5,385,17.6,0.6059,0.3676,1,0.448
9,1,5,2,78134,67436,179256,5,25,111,12.4,0.8631,0.3762,2,0.74
