disaster_type,people_count,children_count,elderly_count,injured_count,critical_count,time_elapsed_min,weather_severity,location_accessibility,flood_risk_score,landslide_risk_score,available_teams,nearest_team_dist_km,priority_score,priority_class
3,100,14,29,29,6,54.3,0,1,0.7136,0.4896,6,10.62,0.6763,2
7,104,6,47,15,5,26.6,1,2,0.2673,0.2857,6,5.81,0.6365,2
3,79,0,13,35,18,60.5,0,3,0.9738,0.0288,3,14.56,0.656,2
0,96,20,21,50,2,68.4,3,0,0.997,0.5474,12,26.79,0.72,2
6,19,2,0,13,4,32.8,0,0,0.7462,0.6135,12,10.31,0.2243,0
3,148,2,1,52,13,100.9,1,3,0.2408,0.5333,16,15.19,0.6685,2
0,13,5,0,2,0,21.5,1,2,0.2578,0.8804,2,3.56,0.3111,0
0,171,10,4,130,69,2.0,0,1,0.0722,0.8426,6,6.9,0.6256,2
4,14,1,1,0,0,21.6,1,0,0.5907,0.9846,11,0.23,0.2628,0
4,175,53,5,87,11,7.1,3,3,0.4047,0.1283,13,2.28,0.7838,2
4,192,30,65,75,6,20.3,3,0,0.3321,0.3718,17,0.79,0.6485,2
4,121,9,25,20,5,12.8,2,1,0.1273,0.5138,1,0.34,0.6329,2
3,127,8,8,77,10,11.9,0,2,0.4545,0.7165,19,3.18,0.6144,2
0,42,16,7,2,0,16.4,0,0,0.5515,0.2152,18,0.17,0.3753,1
0,76,6,5,39,16,11.3,1,0,0.2188,0.2908,12,16.96,0.5678,1
4,112,24,42,50,8,78.0,1,3,0.98,0.1379,4,19.85,0.7482,2
2,61,8,9,50,5,45.4,2,1,0.3634,0.2698,0,6.16,0.5602,1
7,164,2,12,122,46,83.0,2,2,0.6253,0.3832,18,8.16,0.6839,2
0,137,0,11,16,0,9.7,0,1,0.9471,0.7765,10,2.55,0.5267,1
3,147,7,35,48,11,23.3,2,2,0.0857,0.07,17,11.02,0.7287,2
1,8,2,1,1,0,9.3,2,1,0.6431,0.6106,18,5.59,0.3156,0
2,188,82,44,96,32,15.5,0,1,0.1099,0.5299,0,9.05,0.7989,2
5,124,23,3,56,6,5.2,0,1,0.6153,0.7094,14,11.04,0.534,1
6,89,2,5,20,9,60.0,1,1,0.3496,0.4347,9,10.48,0.56,1
7,128,42,22,22,4,27.0,0,1,0.7566,0.1263,10,3.21,0.5423,1
0,138,6,58,32,0,23.9,0,3,0.7818,0.678,12,36.78,0.6538,2
3,137,29,31,99,1,2.0,1,3,0.4815,0.4073,2,0.74,0.664,2
3,156,37,52,55,35,67.8,1,1,0.3209,0.2652,19,7.86,0.7968,2
1,171,93,17,60,12,23.4,1,1,0.6078,0.4077,4,16.68,0.731,2
2,184,21,88,80,13,8.2,0,0,0.8177,0.5754,18,7.06,0.6927,2
6,142,23,2,56,13,6.2,0,2,0.9928,0.6362,9,17.71,0.513,1
1,23,2,2,19,8,21.0,3,0,0.9255,0.1779,14,1.05,0.435,1
5,104,1,10,51,7,15.3,0,1,0.1747,0.4109,14,3.31,0.5342,1
7,62,9,4,2,0,75.2,3,0,0.5051,0.5499,4,24.26,0.502,1
4,93,21,14,15,8,53.2,1,0,0.879,0.803,15,0.32,0.6281,2
1,111,26,37,31,8,10.2,2,2,0.302,0.3655,1,2.1,0.7779,2
3,47,2,5,20,0,38.7,3,3,0.0163,0.5303,1,18.68,0.5273,1
1,146,4,40,136,66,10.2,1,3,0.1436,0.9582,5,5.67,0.8477,3
2,43,12,6,28,6,34.7,0,3,0.7779,0.2103,2,12.31,0.561,1
6,59,29,2,33,15,72.0,0,1,0.2734,0.8639,13,50.25,0.5227,1
5,161,7,30,110,6,7.3,0,0,0.759,0.0613,6,14.55,0.5647,1
1,112,47,44,79,5,7.5,0,0,0.0418,0.177,17,14.82,0.6479,2
0,149,3,48,98,2,106.6,3,1,0.7049,0.2734,17,0.58,0.8032,3
1,109,18,19,17,1,11.9,1,0,0.8455,0.5168,17,18.12,0.5706,1
2,75,1,8,29,1,75.7,0,2,0.5047,0.6657,4,21.68,0.5506,1
5,100,9,0,34,16,16.3,3,1,0.2729,0.9285,4,5.46,0.5796,1
4,29,1,12,12,2,68.6,0,0,0.6853,0.9378,19,7.87,0.3833,1
7,163,33,7,10,1,23.4,3,2,0.2366,0.8203,9,3.36,0.6379,2
6,162,7,78,90,8,7.5,3,1,0.8762,0.4552,4,20.4,0.7145,2
5,28,2,7,12,0,18.0,3,2,0.4947,0.8166,16,11.94,0.3991,1
7,96,23,3,23,2,61.2,2,1,0.2288,0.6498,19,12.49,0.5651,1
3,29,5,6,17,5,54.3,0,2,0.5297,0.3192,1,0.62,0.4511,1
7,18,7,0,8,2,50.3,2,0,0.2215,0.5155,4,1.31,0.2619,0
0,72,22,9,43,3,8.2,2,1,0.082,0.1544,11,2.84,0.5976,1
7,86,22,41,23,2,13.1,0,2,0.8646,0.0265,14,8.6,0.5072,1
1,172,32,9,33,4,34.9,1,0,0.7088,0.8356,1,13.43,0.6678,2
5,129,22,24,75,22,15.3,3,2,0.9929,0.6954,13,17.44,0.7523,2
7,49,1,18,20,3,0.1,3,0,0.7822,0.7411,2,18.59,0.4383,1
6,83,11,24,15,6,29.8,1,2,0.516,0.479,14,17.74,0.5683,1
4,101,6,21,53,8,5.6,0,1,0.2685,0.8356,7,7.7,0.5565,1
7,117,81,9,107,63,97.6,0,0,0.7794,0.9308,3,0.98,0.7195,2
4,99,11,14,71,8,86.3,0,0,0.7191,0.7267,17,16.1,0.6273,2
7,22,2,10,15,1,9.4,2,1,0.154,0.1962,16,1.41,0.322,0
1,165,13,55,35,1,7.3,3,3,0.4923,0.3608,9,19.4,0.7581,2
3,63,0,2,25,3,20.4,0,2,0.6043,0.9114,13,1.39,0.4117,1
1,162,13,55,19,1,43.0,0,1,0.2724,0.1166,7,3.27,0.6278,2
3,184,132,11,5,0,26.9,0,2,0.4465,0.8373,7,8.32,0.6563,2
3,115,15,11,13,1,30.3,0,2,0.8192,0.1134,0,1.49,0.589,1
6,40,1,5,7,2,40.3,2,0,0.7513,0.8094,17,18.56,0.3891,1
4,191,11,46,18,4,67.7,0,0,0.9061,0.7095,10,12.2,0.6141,2
1,78,10,5,57,1,32.0,1,1,0.5318,0.5748,13,6.66,0.5199,1
4,121,33,2,45,20,8.0,0,2,0.0734,0.7795,1,12.38,0.694,2
4,150,72,5,71,21,10.7,0,2,0.3128,0.4269,0,9.6,0.7624,2
7,11,0,1,4,1,8.8,2,3,0.8448,0.1272,0,6.93,0.3289,0
0,147,14,1,91,4,47.5,0,0,0.1059,0.4742,2,10.25,0.5105,1
5,154,25,60,87,14,6.5,0,0,0.1206,0.6165,2,3.04,0.6177,2
3,189,106,79,68,21,21.7,0,1,0.1446,0.108,2,4.4,0.7177,2
1,111,0,1,57,0,33.7,3,2,0.1913,0.4109,8,0.29,0.5989,1
0,141,28,12,60,34,14.1,0,1,0.7274,0.5128,12,6.47,0.7084,2
5,104,32,11,21,2,31.4,3,0,0.9798,0.3409,17,19.86,0.6612,2
2,127,4,19,88,12,73.3,0,2,0.4314,0.4332,18,5.12,0.737,2
5,46,4,13,22,1,10.9,1,1,0.8039,0.0879,0,14.1,0.4488,1
1,75,9,14,22,6,36.9,0,2,0.0259,0.6292,2,6.0,0.584,1
0,109,60,0,85,3,94.3,1,0,0.9884,0.8797,7,5.83,0.6052,2
4,12,2,2,5,0,30.8,1,2,0.6299,0.4151,2,9.99,0.2948,0
5,157,28,10,24,5,3.3,1,0,0.3936,0.8568,19,7.4,0.5581,1
1,117,9,21,77,11,98.4,0,1,0.8338,0.8593,8,11.67,0.721,2
4,183,92,4,109,33,3.8,0,1,0.5351,0.0733,10,19.7,0.6896,2
5,127,6,10,11,2,10.2,3,2,0.9142,0.8858,11,0.05,0.5449,1
4,100,13,3,39,12,5.1,2,0,0.8394,0.9144,17,1.31,0.5736,1
2,70,13,0,5,0,17.3,2,1,0.8966,0.2767,15,10.07,0.5013,1
6,122,4,4,69,8,6.6,2,3,0.2407,0.7178,11,1.06,0.4952,1
1,138,32,14,46,4,6.9,2,1,0.0524,0.7092,12,4.25,0.6841,2
0,148,17,38,19,4,19.4,0,0,0.9232,0.5689,18,4.87,0.6257,2
7,176,39,50,96,6,19.8,2,0,0.7256,0.6523,3,27.83,0.6187,2
7,77,2,6,29,17,34.3,0,1,0.0958,0.4407,13,6.63,0.5309,1
3,51,2,5,21,4,3.7,0,1,0.9606,0.3802,18,3.88,0.417,1
1,20,6,1,9,0,32.4,0,3,0.9702,0.1265,12,3.85,0.4072,1
2,72,0,4,17,9,18.5,3,1,0.0096,0.5249,7,16.56,0.5876,1
7,196,5,58,26,7,17.8,1,3,0.0134,0.3347,10,21.72,0.6408,2
0,15,0,0,6,1,12.2,2,1,0.4053,0.688,13,28.72,0.3465,0
1,24,1,8,8,0,3.2,2,2,0.8292,0.357,16,20.42,0.3843,1
5,71,3,8,38,0,77.0,0,0,0.899,0.2281,2,0.2,0.3686,1
5,140,10,25,9,1,80.0,0,1,0.0906,0.1981,6,6.21,0.6219,2
5,90,30,1,13,2,25.9,3,2,0.5831,0.2569,2,24.26,0.5984,1
1,74,5,29,9,2,28.4,0,0,0.7489,0.0188,0,7.09,0.5486,1
1,195,60,8,69,5,12.8,3,2,0.102,0.0085,6,0.97,0.7698,2
6,103,10,5,48,1,0.1,3,1,0.9498,0.5441,0,4.24,0.4609,1
4,136,3,19,107,12,3.6,0,1,0.6897,0.0836,15,2.45,0.5356,1
6,175,27,26,62,23,69.6,1,1,0.2346,0.9175,11,4.94,0.7692,2
3,184,44,1,152,39,23.2,3,3,0.1694,0.7821,5,9.54,0.84,3
4,70,23,2,17,2,82.6,0,0,0.7014,0.4435,13,13.07,0.4852,1
2,11,1,5,0,0,42.2,1,0,0.0425,0.8926,3,1.54,0.3389,0
5,112,21,24,68,31,49.1,0,1,0.6166,0.205,19,11.72,0.7123,2
1,163,9,5,73,28,67.7,3,2,0.1543,0.7436,18,0.03,0.793,2
1,180,32,7,72,8,33.6,3,2,0.6714,0.2514,11,15.45,0.739,2
0,28,3,0,7,1,52.6,1,2,0.8604,0.0736,6,19.5,0.4101,1
4,139,8,14,96,3,20.2,0,3,0.1271,0.4127,13,2.59,0.5981,1
2,145,67,27,112,43,30.5,2,0,0.7161,0.2009,10,6.95,0.7763,2
7,115,41,26,65,28,27.6,2,3,0.8243,0.4195,6,6.57,0.8154,3
4,28,12,3,14,3,42.9,1,2,0.8179,0.5826,17,15.53,0.4128,1
3,56,1,3,2,0,101.3,0,2,0.745,0.7369,6,4.49,0.4942,1
7,73,18,14,29,6,13.0,0,0,0.1631,0.4409,19,23.72,0.452,1
5,85,15,10,57,0,15.9,2,3,0.1164,0.1853,13,7.61,0.5587,1
7,105,9,37,36,3,15.5,2,1,0.2283,0.309,9,6.04,0.5496,1
7,183,52,65,41,6,22.6,2,1,0.1319,0.5045,16,22.34,0.6457,2
1,142,46,46,85,9,114.8,2,2,0.9911,0.9086,7,12.53,0.8063,3
3,112,16,18,27,0,62.1,0,3,0.9581,0.9845,15,8.72,0.6486,2
0,45,19,25,30,8,15.5,0,0,0.5938,0.4974,6,11.79,0.5431,1
7,178,3,31,94,7,0.8,2,3,0.7525,0.4926,18,7.52,0.6935,2
4,127,31,26,31,3,14.7,1,0,0.4713,0.8756,15,8.11,0.6156,2
4,55,15,3,9,0,8.9,0,0,0.4927,0.2195,8,1.12,0.3067,0
6,183,27,58,61,26,73.3,3,2,0.5179,0.749,13,3.85,0.8387,3
4,166,42,10,6,0,51.3,1,1,0.275,0.313,9,8.07,0.589,1
6,88,20,22,41,3,10.0,0,0,0.6178,0.2169,9,13.7,0.5166,1
6,129,23,17,51,5,20.3,0,1,0.0301,0.4788,11,33.06,0.5305,1
1,119,27,20,31,0,33.9,0,2,0.331,0.0596,4,0.54,0.6539,2
7,119,20,21,55,0,18.6,1,0,0.5181,0.0974,2,9.08,0.5373,1
7,12,4,1,6,0,10.3,0,3,0.1766,0.8869,19,3.54,0.2979,0
4,141,27,17,31,8,14.3,2,0,0.1858,0.3108,2,10.29,0.6204,2
5,34,20,1,20,8,65.2,2,2,0.8921,0.7805,1,4.92,0.56,1
7,36,19,3,11,0,111.4,0,2,0.0624,0.5234,0,10.73,0.4284,1
5,71,2,7,13,2,17.7,0,0,0.9891,0.1967,6,21.09,0.3062,0
4,178,55,44,148,13,35.6,1,2,0.6833,0.1009,14,13.56,0.7319,2
1,154,0,22,15,2,186.0,2,1,0.9817,0.9325,9,5.27,0.6839,2
6,11,3,2,0,0,25.7,0,0,0.25,0.0208,10,4.92,0.1961,0
1,31,1,3,4,0,24.1,0,1,0.7988,0.8223,3,0.1,0.3561,1
0,34,0,2,10,1,24.3,0,1,0.8386,0.0276,17,36.8,0.3249,0
1,176,6,65,52,21,5.9,0,3,0.8281,0.3116,3,1.6,0.7941,2
2,125,1,49,23,4,28.8,0,1,0.7039,0.4265,16,0.44,0.6926,2
0,65,16,19,24,0,59.7,0,1,0.84,0.1619,14,2.47,0.5058,1
0,197,15,45,51,19,5.1,1,1,0.0449,0.8059,3,5.55,0.7611,2
2,91,9,22,9,0,21.7,2,2,0.9241,0.8383,14,4.46,0.6684,2
3,94,4,7,36,9,0.6,1,1,0.0298,0.211,3,3.41,0.5507,1
3,45,18,1,12,0,24.4,0,0,0.2659,0.1833,18,12.29,0.3226,0
7,23,0,1,16,0,4.7,2,3,0.265,0.0279,12,6.44,0.3665,1
4,67,21,12,58,0,29.3,0,1,0.5977,0.3798,13,10.15,0.4984,1
5,195,134,6,26,0,23.6,2,0,0.2776,0.3042,0,12.65,0.6207,2
3,21,1,7,17,1,8.0,0,1,0.6224,0.2031,19,28.88,0.3254,0
7,8,1,0,3,0,86.7,2,2,0.3333,0.797,7,22.66,0.3414,0
0,195,21,12,95,5,2.7,0,2,0.2956,0.4861,17,1.24,0.6447,2
7,7,1,4,0,0,182.2,1,3,0.7766,0.4318,12,0.45,0.3659,1
7,96,8,5,56,2,9.9,0,2,0.8498,0.5931,16,8.87,0.4612,1
0,82,43,15,38,5,15.9,3,0,0.0286,0.2295,13,9.54,0.6687,2
3,188,3,27,32,0,3.2,1,2,0.1052,0.8817,12,1.76,0.636,2
5,66,6,1,25,4,1.4,0,0,0.0089,0.4163,11,5.25,0.3409,0
3,163,38,1,40,1,58.7,2,0,0.9327,0.3379,3,7.01,0.625,2
1,63,4,1,7,0,10.6,1,2,0.2501,0.9864,6,5.47,0.5156,1
7,141,21,6,61,24,13.0,0,3,0.9968,0.2839,3,9.67,0.7058,2
4,14,7,0,6,2,101.2,1,3,0.5816,0.4952,9,3.79,0.3978,1
4,102,28,7,52,3,28.8,2,2,0.9673,0.9463,12,11.67,0.5861,1
0,89,12,16,38,2,2.1,0,1,0.3339,0.3578,5,8.64,0.5707,1
6,150,72,18,87,18,24.8,0,0,0.8101,0.9008,14,9.47,0.6371,2
5,105,11,10,19,1,2.1,3,1,0.9035,0.8552,9,4.47,0.5103,1
7,99,24,9,22,1,3.4,0,0,0.0827,0.8752,0,17.96,0.4573,1
2,95,22,24,54,9,4.1,0,0,0.3376,0.9885,19,8.74,0.6558,2
4,135,24,1,48,0,44.1,3,2,0.3453,0.1326,16,0.43,0.6147,2
0,21,4,10,11,4,8.1,0,0,0.1766,0.3416,17,13.93,0.3204,0
2,102,9,10,58,24,3.9,2,0,0.5047,0.3298,4,7.03,0.706,2
1,51,3,22,7,2,4.5,1,2,0.63,0.551,10,27.95,0.5551,1
6,14,0,5,4,0,24.3,1,1,0.076,0.6378,4,1.27,0.2989,0
4,159,32,4,22,1,51.4,3,0,0.1873,0.9732,1,1.85,0.606,2
3,120,27,6,53,26,9.4,1,0,0.1418,0.7729,3,1.85,0.7197,2
0,142,23,13,59,14,3.8,0,1,0.6474,0.7958,0,6.46,0.6802,2
1,83,4,26,43,3,30.6,1,0,0.2528,0.5752,18,4.78,0.609,2
3,34,2,0,11,7,6.2,3,0,0.0709,0.3307,6,2.78,0.4463,1
5,157,53,36,97,21,58.9,2,1,0.1603,0.4683,14,2.1,0.7466,2
0,25,4,8,6,0,16.9,2,3,0.4385,0.1002,14,17.01,0.462,1
0,108,4,38,65,18,20.1,0,1,0.4668,0.3452,2,7.05,0.7334,2
3,142,1,9,30,2,8.1,0,2,0.7857,0.7316,4,2.18,0.5233,1
6,168,3,1,68,20,20.0,0,2,0.8624,0.0129,15,8.76,0.5943,1
5,50,3,1,8,3,0.1,0,0,0.3023,0.3772,19,10.94,0.2878,0
5,129,7,71,64,1,31.9,0,1,0.0696,0.8942,4,15.73,0.5572,1
0,46,7,9,13,1,33.0,0,2,0.3304,0.048,19,8.12,0.4936,1
0,125,10,27,42,1,6.8,1,0,0.1744,0.3095,8,9.27,0.6242,2
0,180,37,42,23,1,11.9,3,1,0.3121,0.626,19,6.62,0.6464,2
0,98,42,15,33,3,28.2,0,2,0.1189,0.9332,18,1.32,0.7482,2
6,101,11,50,71,24,29.4,1,0,0.8018,0.2033,8,3.89,0.6834,2
6,30,6,5,24,6,1.6,0,1,0.0862,0.8384,10,11.61,0.3389,0
0,118,2,10,24,2,1.4,0,2,0.3163,0.3127,9,11.63,0.5109,1
0,55,10,2,13,8,8.3,0,0,0.6973,0.5712,15,4.75,0.4356,1
0,42,21,17,14,0,12.9,1,3,0.9357,0.8791,1,3.11,0.502,1
5,59,4,28,27,4,9.6,2,1,0.6099,0.3778,18,7.04,0.5416,1
6,42,1,11,20,6,15.2,1,3,0.6846,0.2647,6,17.43,0.4369,1
6,8,2,1,1,0,52.7,3,1,0.6279,0.8133,13,0.34,0.3758,1
4,59,24,13,41,2,22.4,0,2,0.6096,0.4594,15,46.07,0.5411,1
2,14,3,3,1,0,0.7,1,0,0.7884,0.6408,16,3.45,0.296,0
3,199,95,8,76,0,86.0,0,0,0.3991,0.8272,11,0.46,0.6407,2
4,100,1,14,2,0,34.1,3,0,0.9256,0.864,2,11.84,0.4977,1
5,47,6,5,11,1,12.8,1,0,0.7734,0.4642,11,2.3,0.335,0
7,178,17,63,31,13,43.1,2,1,0.4476,0.3121,1,19.4,0.7106,2
6,112,44,53,35,0,10.3,1,0,0.6972,0.4015,12,11.06,0.5206,1
3,164,15,30,68,9,11.2,0,0,0.6264,0.814,8,16.64,0.6025,2
2,19,0,0,5,0,42.7,0,0,0.8753,0.4223,12,22.93,0.2795,0
1,33,6,4,7,1,25.6,0,2,0.0099,0.777,18,0.28,0.3965,1
3,62,7,16,46,12,11.9,2,2,0.2214,0.9482,10,9.81,0.6362,2
1,141,32,34,99,9,3.2,1,1,0.8467,0.8169,5,1.53,0.699,2
7,68,0,12,10,1,56.5,2,0,0.1252,0.8147,8,15.44,0.4246,1
2,67,32,3,18,6,6.3,3,0,0.5357,0.2651,0,0.89,0.6266,2
7,55,3,11,7,0,23.0,1,1,0.6229,0.6283,3,0.29,0.3623,1
0,72,53,35,35,4,0.5,3,0,0.7822,0.8211,11,1.15,0.5937,1
7,189,69,28,97,42,12.0,2,0,0.96,0.0277,9,0.97,0.6783,2
7,86,1,42,50,1,5.6,1,1,0.9319,0.3092,2,0.51,0.5289,1
1,178,4,27,57,20,24.0,0,2,0.9735,0.9009,15,5.05,0.751,2
1,139,5,1,9,2,6.4,0,2,0.2361,0.3741,16,1.03,0.5106,1
7,80,20,4,12,4,3.2,1,2,0.0011,0.2068,15,8.43,0.5255,1
4,172,11,21,95,26,10.0,0,3,0.8209,0.9968,15,7.59,0.7773,2
1,3,0,0,1,0,38.4,2,0,0.6381,0.9096,8,21.2,0.3431,0
2,7,0,1,0,0,3.7,2,2,0.5443,0.1222,1,12.96,0.3943,1
6,35,2,3,4,1,7.0,0,2,0.5282,0.5287,15,28.01,0.31,0
2,179,82,12,69,14,36.5,1,3,0.9897,0.7007,4,6.07,0.7952,2
0,9,0,1,3,0,35.6,2,1,0.4291,0.0072,16,0.5,0.3238,0
2,195,43,14,41,7,1.0,0,2,0.7408,0.0452,3,2.46,0.7815,2
3,166,20,5,141,40,131.2,2,0,0.0447,0.0283,12,4.69,0.7582,2
4,20,3,0,5,3,69.7,0,3,0.1895,0.4417,6,13.44,0.3042,0
6,77,6,45,19,13,86.1,2,1,0.3592,0.7154,13,6.52,0.6618,2
3,137,7,5,37,17,30.7,1,0,0.1218,0.2477,18,32.18,0.602,2
6,12,3,0,1,0,46.0,2,2,0.9605,0.9827,0,22.88,0.2719,0
4,158,50,30,57,8,21.7,0,0,0.2068,0.4641,13,24.44,0.5734,1
2,145,0,5,38,16,50.3,1,1,0.9747,0.6993,8,1.08,0.6959,2
5,21,1,3,14,0,11.9,2,1,0.824,0.7184,2,14.35,0.3549,1
1,25,10,5,10,6,18.6,1,3,0.2936,0.5619,2,28.58,0.4969,1
0,147,18,46,72,0,35.9,1,0,0.7917,0.4395,1,3.45,0.6455,2
5,195,9,3,147,5,43.8,0,0,0.2438,0.992,8,0.37,0.4979,1
7,83,19,1,49,9,15.3,0,0,0.9549,0.0837,1,12.29,0.456,1
4,143,18,29,90,0,9.1,0,2,0.9232,0.5885,17,8.69,0.4956,1
2,85,29,6,51,6,15.2,3,0,0.7971,0.6022,18,6.61,0.6305,2
1,108,13,12,56,29,57.6,1,0,0.8276,0.0003,4,13.41,0.7297,2
3,64,5,44,29,12,5.5,3,1,0.3062,0.6118,13,13.53,0.6529,2
2,3,2,0,1,0,158.9,1,1,0.6677,0.799,14,11.35,0.407,1
1,51,18,7,18,3,7.2,1,3,0.7651,0.532,14,8.94,0.4924,1
7,107,23,2,34,1,34.2,0,2,0.9507,0.4738,15,25.35,0.5237,1
2,196,19,47,124,30,62.7,2,0,0.2447,0.2107,12,1.1,0.8279,3
7,7,0,0,2,0,55.9,2,0,0.6158,0.3124,4,5.53,0.2766,0
2,76,0,7,25,11,11.6,0,0,0.041,0.2163,5,4.34,0.5208,1
6,194,18,42,73,30,64.5,1,2,0.6103,0.9137,7,10.54,0.8426,3
2,65,19,25,7,1,21.3,0,0,0.6386,0.3776,9,10.89,0.5065,1
6,139,7,1,70,7,6.9,1,1,0.2201,0.326,16,12.03,0.4635,1
4,182,40,39,92,46,7.7,2,2,0.6565,0.0422,5,20.95,0.8158,3
4,174,23,17,118,17,33.1,0,0,0.6394,0.4109,2,9.25,0.7108,2
7,61,4,9,29,7,23.5,1,2,0.2602,0.5923,3,12.52,0.5405,1
5,15,4,1,5,1,42.1,3,1,0.7201,0.3098,16,0.27,0.3642,1
2,135,3,57,59,25,7.8,1,2,0.7918,0.7472,16,6.46,0.8428,3
5,129,14,3,51,23,53.8,1,1,0.7943,0.0259,12,0.6,0.6873,2
7,4,0,1,1,0,9.8,0,2,0.7316,0.8699,12,0.63,0.2483,0
5,95,13,3,29,1,41.4,2,0,0.1546,0.4443,2,2.9,0.5131,1
2,154,14,13,55,4,36.7,2,1,0.2824,0.9384,8,4.98,0.6846,2
3,166,56,49,115,10,20.9,2,1,0.0958,0.9862,7,3.34,0.6948,2
1,184,61,42,120,29,124.1,0,1,0.2337,0.5075,10,9.84,0.8268,3
2,96,54,11,30,10,6.5,0,0,0.2936,0.1638,2,13.26,0.6164,2
4,30,3,1,17,0,16.8,0,2,0.0583,0.8642,1,1.5,0.3086,0
2,28,6,3,13,1,124.6,2,1,0.8274,0.4913,13,18.87,0.5017,1
0,5,0,0,1,0,84.3,1,3,0.0795,0.3296,0,0.52,0.3679,1
3,114,18,10,89,45,41.4,1,3,0.1393,0.7298,7,0.87,0.7833,2
3,159,14,36,67,12,6.8,2,2,0.7974,0.8152,13,2.97,0.7367,2
2,52,3,17,27,0,43.8,0,0,0.7119,0.703,16,25.87,0.4503,1
1,50,0,9,30,1,6.7,0,3,0.092,0.372,11,2.92,0.4364,1
6,44,24,12,17,7,39.6,0,0,0.471,0.8091,17,1.75,0.4193,1
4,106,18,38,34,14,39.7,0,0,0.5065,0.1564,16,48.42,0.626,2
2,180,14,28,13,2,13.0,1,1,0.1948,0.3004,19,8.0,0.6793,2
2,84,39,5,60,15,15.1,1,0,0.3434,0.8506,6,1.53,0.6693,2
1,112,56,12,50,0,24.8,0,0,0.3286,0.6552,5,10.18,0.567,1
1,142,29,22,58,19,6.7,1,0,0.4645,0.9345,8,0.23,0.7505,2
4,19,6,0,5,0,0.2,0,0,0.238,0.5596,5,2.84,0.2254,0
4,187,96,20,86,11,12.5,0,0,0.8996,0.1688,6,18.81,0.6395,2
3,129,11,26,41,10,96.7,2,2,0.3066,0.1536,10,1.53,0.7762,2
5,65,7,1,26,2,24.1,2,0,0.5646,0.741,7,5.68,0.3893,1
0,55,7,30,21,7,42.5,3,1,0.0381,0.7756,11,12.19,0.6762,2
4,72,17,41,27,1,10.6,1,3,0.7049,0.2996,1,10.5,0.6124,2
4,191,26,76,76,1,27.8,2,2,0.1982,0.4705,17,24.16,0.6404,2
3,136,8,9,57,27,3.6,0,2,0.8098,0.8814,8,10.8,0.6416,2
2,104,59,8,12,9,95.5,0,2,0.0606,0.856,0,3.13,0.746,2
6,94,2,26,50,7,4.6,3,1,0.4304,0.7968,4,7.41,0.5647,1
1,132,34,32,20,6,4.5,1,0,0.3962,0.3601,6,22.16,0.6433,2
5,75,13,19,30,2,3.9,0,0,0.5989,0.9873,19,37.3,0.4305,1
6,63,8,7,26,4,97.6,0,0,0.4304,0.9063,3,16.43,0.429,1
4,59,12,5,34,15,40.3,2,0,0.8949,0.8925,10,0.4,0.5696,1
1,194,10,34,39,16,85.0,0,2,0.3801,0.8311,10,1.23,0.8328,3
6,92,19,14,30,3,5.2,0,1,0.1369,0.108,14,3.55,0.4607,1
7,31,9,1,21,1,8.7,0,0,0.8812,0.481,10,22.02,0.3029,0
3,26,5,4,10,5,9.8,0,1,0.796,0.451,6,13.48,0.2898,0
2,182,75,12,74,11,0.7,3,1,0.235,0.6077,14,11.73,0.7987,2
5,28,13,5,4,0,11.9,0,0,0.8995,0.9223,0,1.04,0.3341,0
2,80,25,4,7,0,117.9,0,0,0.4651,0.8856,11,5.66,0.5668,1
6,173,14,15,120,4,17.1,1,2,0.8213,0.1315,11,6.26,0.6189,2
7,114,41,9,46,1,26.3,0,2,0.0574,0.4028,9,19.54,0.5913,1
1,146,0,16,68,46,0.9,1,2,0.0289,0.6322,4,9.17,0.7562,2
0,178,90,28,87,30,1.8,1,1,0.525,0.0623,15,10.43,0.7153,2
6,80,14,0,17,3,13.1,0,0,0.0396,0.3993,16,0.55,0.3691,1
0,41,5,0,13,4,29.5,1,0,0.7786,0.7134,17,7.04,0.4298,1
3,21,1,0,3,0,31.0,0,2,0.2606,0.2387,0,0.89,0.3177,0
0,126,24,53,47,11,47.7,1,1,0.6323,0.4508,8,6.61,0.7658,2
1,129,64,35,78,26,24.2,0,1,0.7666,0.2978,1,2.71,0.7839,2
1,116,68,9,74,4,43.6,1,2,0.3198,0.6894,11,12.11,0.7135,2
3,150,63,50,104,22,27.0,1,3,0.7652,0.6116,15,4.04,0.8063,3
3,97,6,14,38,14,25.6,2,1,0.4012,0.9064,1,9.79,0.6568,2
0,30,2,2,4,0,35.2,3,2,0.7337,0.008,0,6.87,0.4481,1
3,29,4,14,5,0,19.8,0,0,0.854,0.3562,15,1.69,0.3937,1
3,4,1,0,2,0,48.1,2,1,0.6631,0.0395,10,5.12,0.2921,0
2,17,2,2,7,1,36.1,0,0,0.8209,0.5483,18,12.86,0.3356,0
1,70,9,5,24,2,63.5,0,2,0.0943,0.6474,9,2.87,0.5258,1
5,77,1,4,31,8,12.0,1,3,0.9764,0.2468,17,1.32,0.5151,1
4,71,14,31,51,17,60.5,2,3,0.6464,0.7047,17,8.76,0.7744,2
1,50,1,17,17,4,2.3,2,2,0.0393,0.3289,3,0.24,0.5758,1
2,82,20,9,32,1,47.2,2,3,0.4957,0.2638,19,7.45,0.646,2
